Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ghanem, M., Elshaer, I., Saad, S.","57188743671; 56463036200; 55830457300","Tourism public-private partnership (PPP) projects: an exploratory-sequential approach",2021,"Tourism Review",,"",,,,,,10.1108/TR-03-2021-0105,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112551846&partnerID=40&md5=c46ab560cc4b2b3c99e59e322067ca68",Article,Article in Press,"",Scopus,2-s2.0-85112551846
"Talebi, A., Rezania, D., Bragues, G.","57190260771; 14065076400; 6506562136","Developing capabilities to engage start-ups in the context of public procurement of innovation: a template analysis",2021,"Innovation: Organization and Management",,"",,,,,,10.1080/14479338.2021.1960535,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112295446&partnerID=40&md5=af0d436f830ccf243d3397490d370a89",Article,Article in Press,"",Scopus,2-s2.0-85112295446
"Ângelo, A., Barata, J.","57195534682; 57189299511","Digital transformation of legionella-safe cooling towers: an ecosystem design approach",2021,"Journal of Facilities Management",,"",,,,,,10.1108/JFM-12-2020-0100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112207737&partnerID=40&md5=179b5b9ba4866c0b3873893e19ec2c26",Article,Article in Press,"",Scopus,2-s2.0-85112207737
"Weerasekara, D.T., Disaratna, V., Withanage, K.T., Perera, B.A.K.S.","57223930096; 57209296781; 57220117818; 33867763500","Procurement management in the foreign-funded construction projects implemented in Sri Lanka",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1956674,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112032119&partnerID=40&md5=c1021e00d0a55aa872b1c5aa2df4fddc",Article,Article in Press,"",Scopus,2-s2.0-85112032119
"Koç, H., Sandkuhl, K., Stirna, J.","56026367500; 6603331991; 26650215000","Design Thinking and Enterprise Modeling: An Investigation of Eight Enterprise Architecture Management Projects",2021,"Lecture Notes in Business Information Processing",421,"",,228,242,,,10.1007/978-3-030-79186-5_15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111851457&partnerID=40&md5=782b021e21202f70932dc1c459ccec28",Conference Paper,Final,"",Scopus,2-s2.0-85111851457
[No author name available],[No author name available],"22nd International Conference on Business Process Modeling, Development and Support, BPMDS 2021 and 26th International Conference on Exploring Modeling Methods for Systems Analysis and Development, EMMSAD 2021 Held at CAiSE 2021",2021,"Lecture Notes in Business Information Processing",421,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111846141&partnerID=40&md5=5d6e37c41c9cf6d326a526665d6c7912",Conference Review,Final,"",Scopus,2-s2.0-85111846141
"Xue, H., Sun, T., Ling, F.Y.Y., Wang, L.","57195248218; 57226464632; 13310155600; 57267433900","Redesigning the virtual organisational structure for the management of prefabricated buildings",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1953269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111657209&partnerID=40&md5=612ee665f539aed676a2cb6552738dac",Article,Article in Press,"",Scopus,2-s2.0-85111657209
"Shash, A.A., AbuAlnaja, F.M.","6602964790; 57226394321","Causes of material delays in capital projects in Saudi Arabia",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1956294,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111428874&partnerID=40&md5=2e93d4254b2d4ffe6cba62cc6d6371e5",Article,Article in Press,"",Scopus,2-s2.0-85111428874
"Locatelli, G.","57210769700","Is Your Organization Ready For Managing """"Back-End"""" Projects",2021,"IEEE Engineering Management Review",,"",,,,,,10.1109/EMR.2021.3098064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111050715&partnerID=40&md5=fa9d58d2e6fb5c0cd627c1670228b3f8",Article,Article in Press,"All Open Access, Green",Scopus,2-s2.0-85111050715
"Hartono, B., Ghifari, M.D.A., Dianita, O.","56246437300; 57226282008; 57205101267","Risk Allocation Preferences in Indonesian Electricity PublicPrivate Partnership Projects: A Conjoint Analysis",2021,"IEEE Engineering Management Review",,"",,,,,,10.1109/EMR.2021.3087809,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111049057&partnerID=40&md5=76b78ed081304110707b30ec53160e2f",Article,Article in Press,"",Scopus,2-s2.0-85111049057
"Hajjaj, M., Lechheb, H.","57217995687; 57204920709","Co-construction of a new management approach in a public research funding agency through the contextualization of agile thinking",2021,"Organizational Cultures",21,"1",,21,34,,,10.18848/2327-8013/CGP/v21i01/21-34,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110759691&partnerID=40&md5=de68575eac3885c7d7e19a1e2e978c7c",Article,Final,"",Scopus,2-s2.0-85110759691
"Dziubaniuk, O., Ivanova-Gongne, M., Berdysheva, E.","57195227743; 56660626800; 57226137205","Challenges of network interaction in managing sustainable development projects in developing countries: case of an international consulting company",2021,"Critical Perspectives on International Business",,"",,,,,,10.1108/cpoib-08-2020-0115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110654425&partnerID=40&md5=de62cd0e9032067f042b6696883d05af",Article,Article in Press,"",Scopus,2-s2.0-85110654425
"Deaconu, A., Filip, C.I.","36020100700; 55364549300","Gold mining stakeholders: Diversity and influence. Roșia Montană case study",2021,"Journal of East European Management Studies",26,"1",,117,146,,,10.5771/0949-6181-2021-1-117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110488786&partnerID=40&md5=cba48c5f736f6cfa0968cce737a75e3e",Article,Final,"",Scopus,2-s2.0-85110488786
"Genc, O.","57208344437","Identifying principal risk factors in Turkish construction sector according to their probability of occurrences: a relative importance index (RII) and exploratory factor analysis (EFA) approach",2021,"International Journal of Construction Management",,"",,,,,,10.1080/15623599.2021.1946901,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109982238&partnerID=40&md5=45c1c289dc28cadea8a3bc7a94a43c3c",Article,Article in Press,"",Scopus,2-s2.0-85109982238
"Julianto, D., Gunawan, K., Sudiarditha, I.K.","57225954476; 57196025609; 57211893241","THE ROLE OF TEAM COLLABORATION AND SUPERVISION ON AUDITOR PERFORMANCE: WORK MOTIVATION AS MEDIATION",2021,"Academy of Strategic Management Journal",20,"SpecialIssue 5",,1,12,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109917148&partnerID=40&md5=c1c13ffe362d578e90bafcb523057e6e",Article,Final,"",Scopus,2-s2.0-85109917148
"ÁGUA, P.B., MENDES, J.P.","57215422737; 57185107800","Project finance flight simulator",2021,"Journal of Modern Project Management",8,"3",,47,51,,,10.19255/JMPM02504,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109500937&partnerID=40&md5=5fb6864e94d3f2783e571877b760cdab",Article,Final,"",Scopus,2-s2.0-85109500937
"MUTAKYAHWA, A., MARNEWICK, C.","57225220519; 8216133000","Information technologygovernance practicesand stakeholdermanagement: A multinational organisationalperspective",2021,"Journal of Modern Project Management",9,"1",,103,121,,,10.19255/JMPM02608,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109489643&partnerID=40&md5=0adf27b560f625c004a96af34633fb44",Article,Final,"",Scopus,2-s2.0-85109489643
"KADENIC, M.D., TAMBO, T.","57204357843; 36634967900","Reinstitutionalizationof project management offices by large-scale agileframeworks",2021,"Journal of Modern Project Management",9,"1",,87,101,,,10.19255/JMPM02607,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109487659&partnerID=40&md5=39fb63791f4452f40896f73679c46465",Article,Final,"",Scopus,2-s2.0-85109487659
"DE OLIVEIRA ALBERGARIAS LOPES, R., MASSIOUI, F.E., BAHLI, B., DE JESUS MONTEIRO DE BARROS, S., DE OLIVEIRA DIAS, M.","57225207279; 57190155679; 7801341986; 57225210776; 57225213275","The compelledcircumstantial trust inproject management environment: Validation of the scale model",2021,"Journal of Modern Project Management",8,"3",,137,145,,,10.19255/JMPM02512,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109481385&partnerID=40&md5=15bee8b0286271fe8e1f3e0dafb5b750",Article,Final,"",Scopus,2-s2.0-85109481385
"Bae, S.M., Masud, M.A.K., Rashid, M.H.U., Kim, J.D.","57203095930; 57192690190; 57211966914; 56088275700","Determinants of climate financing and the moderating effect of politics: evidence from Bangladesh",2021,"Sustainability Accounting, Management and Policy Journal",,"",,,,,,10.1108/SAMPJ-04-2019-0157,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109388881&partnerID=40&md5=ae90e04379d3aa4fe6a75e7a845f789e",Article,Article in Press,"",Scopus,2-s2.0-85109388881
"Agyekum, K., Goodier, C., Oppon, J.A.","6508064804; 7801362480; 57222469665","Key drivers for green building project financing in Ghana",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-02-2021-0131,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108976543&partnerID=40&md5=2518b25e666f7bf10a0160ff1340acd6",Article,Article in Press,"",Scopus,2-s2.0-85108976543
"Markovic, N., Bokonjic, D., De Lepeleer, G.","57225024122; 57220356734; 56780267300","Development and implementation of internationalization in Bosnia and Herzegovina higher education",2021,"International Journal of Educational Management",,"",,,,,,10.1108/IJEM-01-2021-0002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108947395&partnerID=40&md5=4fe2d76d82f1484ba6f67b05839b2c1d",Article,Article in Press,"",Scopus,2-s2.0-85108947395
"Ajmal, M.M., Khan, M., Gunasekaran, A., Helo, P.T.","34979872400; 55628459000; 56238759300; 6506880314","Managing project scope creep in construction industry",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-07-2020-0568,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108860638&partnerID=40&md5=4b52092a173cc508ca413b1e84e8fb28",Article,Article in Press,"",Scopus,2-s2.0-85108860638
"Tóth, R., Zéman, Z., Túróczi, I., Kása, R., Popp, J., Oláh, J.","57224959829; 56278032200; 57224954877; 56108944000; 56031677900; 56016286600","The system of relationships between sustainable corporate governance and corporate financial literacy | System relacji między zrównoważonym ładem korporacyjnym a literacją finansową przedsiębiorstwa",2021,"Polish Journal of Management Studies",23,"1",,418,435,,,10.17512/pjms.2021.23.1.26,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108710637&partnerID=40&md5=8caa2fa7977ae20097b1d90e6fd042dd",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85108710637
"Wang, D., Wang, X., Wang, L., Liu, H.J., Jia, X.","57199059647; 55737012300; 57224867885; 57216879588; 57224854559","A performance measurement system for public–private partnerships: integrating stakeholder influence and process trans-period effect",2021,"International Journal of Productivity and Performance Management",,"",,,,,,10.1108/IJPPM-08-2020-0408,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108444584&partnerID=40&md5=43c201f437ddf97645652d8f991e48b0",Article,Article in Press,"",Scopus,2-s2.0-85108444584
"Alemayehu, S., Nejat, A., Ghebrab, T., Ghosh, S.","57224725659; 36768892000; 26026869700; 55478999600","A multivariate regression approach toward prioritizing BIM adoption barriers in the Ethiopian construction industry",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-02-2021-0165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108182827&partnerID=40&md5=a603e2eaeb45f18ccd1a634e40511ff3",Article,Article in Press,"",Scopus,2-s2.0-85108182827
"Donastorg, A.D., Renukappa, S., Suresh, S.","57195677339; 8334277700; 55195079600","Financing renewable energy projects in the Dominican Republic: an empirical study",2021,"International Journal of Energy Sector Management",,"",,,,,,10.1108/IJESM-10-2020-0002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108176640&partnerID=40&md5=7617700464dfb1a6cb35bb069a1625c0",Article,Article in Press,"All Open Access, Green",Scopus,2-s2.0-85108176640
"Wang, K., Ke, Y., Liu, T., Sankaran, S.","55501644900; 26021857400; 55727714000; 36763528100","Social sustainability in Public–Private Partnership projects: case study of the Northern Beaches Hospital in Sydney",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-10-2020-0835,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107887921&partnerID=40&md5=15676e5a514200f15d3b7c36024b7402",Article,Article in Press,"",Scopus,2-s2.0-85107887921
"Fatayer, F.A., Issa, A.Z., Abunemeh, M., Dwikat, M.A.M.","56060705400; 57195370738; 57193195372; 57189325253","Investigating the causes preventing the fulfillment of construction contract requirements",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-01-2021-0083,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107878761&partnerID=40&md5=977f18e29363a892975d52ac895e5bfa",Article,Article in Press,"",Scopus,2-s2.0-85107878761
"Patrucco, A., Frattini, F., Di Benedetto, A.","57189071886; 22834504500; 57195803634","Characteristics of supplier performance measurement systems in collaborative innovation projects: the role of the purchasing department",2021,"Supply Chain Management",,"",,,,,,10.1108/SCM-11-2020-0551,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107831112&partnerID=40&md5=4b9f54a78c7c31a5708ae4e7839d1b8e",Article,Article in Press,"",Scopus,2-s2.0-85107831112
"Grunwald, G., Schwill, J., Sassenberg, A.-M.","35102029300; 57224538164; 57213195211","Sustainability project partnerships in times of crisis: conceptual framework and implications for stakeholder integration",2021,"Journal of Entrepreneurship and Public Policy",,"",,,,,,10.1108/JEPP-04-2021-0044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107829019&partnerID=40&md5=46eb7dde1bdf0458bec7d7f44d94d03b",Article,Article in Press,"",Scopus,2-s2.0-85107829019
"Taher, A., Vahdatikhaki, F., Hammad, A.","57194140337; 36474119300; 7006162997","Formalizing knowledge representation in earthwork operations through development of domain ontology",2021,"Engineering, Construction and Architectural Management",,"",,,,,,10.1108/ECAM-10-2020-0810,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107798747&partnerID=40&md5=2c7af16bc05449f51f0075e461acc92b",Article,Article in Press,"",Scopus,2-s2.0-85107798747
"Schulte, L.","57205367263","Integrating immediate gains with sustainable performance: systematic review of paradox at the intersection of strategic management and innovation",2021,"Management Review Quarterly",,"",,,,,,10.1007/s11301-021-00225-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107739839&partnerID=40&md5=3442d0e85486ada0fc261453821efb93",Article,Article in Press,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85107739839
"Bulmer, E., Prado, C.D.","57223001928; 57224507874","Sustainable Development Goal 17 - Revitalizing The Global Alliance, Illustrated Through A Marine Conservation Case Study Carried Out In Normandy, France",2021,"Academy of Strategic Management Journal",20,"SpecialIssue2",,1,20,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107730975&partnerID=40&md5=5c89b5e6bf068c01b1f1d28a3d785ecf",Article,Final,"",Scopus,2-s2.0-85107730975
"Ding, L., Li, J., Wang, Y., Shuai, J., Xu, X.","55910444900; 57224413962; 57224414174; 56282943500; 57214883927","What are the investment risk differences of solar PV power generation projects between constructional and operational periods? An empirical study in China",2021,"International Journal of Energy Sector Management",15,"5",,877,894,,,10.1108/IJESM-05-2020-0024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107512365&partnerID=40&md5=6de39595f8e8a695f410c9a58b035598",Article,Final,"",Scopus,2-s2.0-85107512365
"Munjal, P.G.","56736466100","Charting the role of digital platforms for cultural heritage tourism in India",2021,"Worldwide Hospitality and Tourism Themes",13,"2",,186,198,,,10.1108/WHATT-10-2020-0126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107491315&partnerID=40&md5=55878f35de9aecb586f9674047fbfeb0",Article,Final,"",Scopus,2-s2.0-85107491315
"Figueiredo Filho, L.B.G., Bouzon, M., Fettermann, D.C.","57224364382; 56507178400; 55600275600","An analysis of the effects of stakeholders management on IT project risks using Delphi and design of experiments methods",2021,"Benchmarking",,"",,,,,,10.1108/BIJ-10-2020-0549,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107431192&partnerID=40&md5=23dd6055fb92ff3bc0d80bb4e8cefec1",Article,Article in Press,"",Scopus,2-s2.0-85107431192
"Olatunde, N.A., Odeyinka, H.A.","57194620323; 6506208575","Factors Influencing Stakeholder Management in Building Projects Procured by Private Corporate Organisations",2021,"Journal of Engineering, Project, and Production Management",11,"1",,9,18,,,10.2478/jeppm-2021-0002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107417377&partnerID=40&md5=d77e52f68daf3a7ee5ded0cd058f85b2",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85107417377
